1.92, 29.0, 2580.0, 1.11
2.33, 30.0, 2580.0, 1.23
2.62, 31.0, 2800.0, 1.21
2.95, 32.0, 2840.0, 1.24
3.27, 33.0, 2870.0, 1.25
3.53, 34.0, 2940.0, 1.25
3.79, 35.0, 2970.0, 1.24
4.04, 36.0, 3050.0, 1.31
4.35, 37.0, 3100.0, 1.32
4.74, 38.0, 3250.0, 1.33
5.12, 39.0, 3340.0, 1.35
5.44, 40.0, 3410.0, 1.41
5.75, 41.0, 3410.0, 1.42
